江西财经大学	610	103	125	131
上海理工大学	608	109	128	125
天津中医药大学	608	104	117	126
东北师范大学	607	118	124	136
华南师范大学	607	127	127	134
中国石油大学(华东)	607	117	131	127
成都中医药大学	606	117	121	118
西北政法大学	606	124	121	126
郑州大学	606	108	125	130
安徽大学	605	116	117	137
四川外国语大学	605	117	121	130
西北农林科技大学	605	115	120	133
南昌大学	604	123	129	130
湖南师范大学	603	131	115	130
北京信息科技大学	602	122	129	112
杭州电子科技大学	602	116	125	118
合肥工业大学(宣城校区)	602	120	124	110
东北电力大学	601	122	113	129
河北工业大学	601	121	120	127
北京交通大学(威海校区)	600	118	123	107
北京建筑大学	599	121	107	133
广州中医药大学	599	121	118	115
ft西财经大学	599	120	121	133
北方工业大学	598	112	121	128
天津师范大学	598	122	125	131
云南大学	598	119	124	129
中国矿业大学	598	124	121	127
ft东财经大学	597	129	97	137
上海海事大学	597	120	124	134
浙江工业大学	597	108	117	113
北京体育大学	596	111	124	133
南京农业大学	596	109	120	99
太原理工大学	596	120	117	116
浙江财经大学	596	119	115	135
南京工业大学	595	125	128	127
北京物资学院	594	122	124	126
广西大学	594	119	114	117
贵州大学	594	122	119	129
新疆医科大学	594	129	111	118
重庆邮电大学	594	118	134	132
华中农业大学	593	119	120	107
江苏大学	593	108	123	122
宁波诺丁汉大学	593	128	111	125
中国民航大学	593	117	126	126
南京信息工程大学	591	126	118	118
天津理工大学	591	110	128	118
青岛大学	590	120	120	114
西安建筑科技大学	590	115	120	113
燕ft大学	590	108	128	125
重庆工商大学	590	113	106	123
海南大学	589	109	114	124
天津工业大学	589	112	130	122
天津科技大学	588	122	109	128
浙江理工大学	588	118	122	129
宁波大学	587	121	121	116
西安邮电大学	587	114	126	125
大连交通大学	586	127	129	114
武汉科技大学	586	101	127	121
湘潭大学	586	118	116	115
广州大学	585	115	115	121
内蒙古大学	585	115	111	131
西安理工大学	585	109	119	128
东北林业大学	584	116	115	130
东北农业大学	584	100	125	111
湖北大学	584	124	114	123
四川农业大学	584	113	102	139
浙江师范大学	584	121	111	136
哈尔滨理工大学	583	121	117	118
南京林业大学	583	120	131	131
青岛科技大学	583	125	109	129
沈阳航空航天大学	583	129	103	110
西安科技大学	583	115	114	123
延边大学	583	118	111	118
扬州大学	583	117	111	126
长沙理工大学	582	110	126	131
济南大学	582	109	122	107
青岛理工大学	582	112	115	130
ft西大学	582	113	118	114
西安工业大学	582	114	121	112
福建医科大学	581	118	119	126
湖南中医药大学	581	107	123	122
安徽财经大学	580	119	106	125
集美大学	579	131	101	136
宁夏大学	579	103	109	122
广东工业大学	578	122	112	112
黑龙江中医药大学	578	110	112	100
南昌航空大学	578	117	116	118
沈阳药科大学	577	119	118	113
天津商业大学	577	120	119	135
重庆交通大学	577	110	120	124
成都理工大学	576	114	109	130
沈阳工业大学	576	112	122	108
重庆理工大学	576	123	106	133
长春理工大学	575	119	117	128
华南农业大学	575	112	116	124
西交利物浦大学	575	119	115	122
ft东科技大学	574	118	97	129
河南大学	573	112	117	113
ft东理工大学	573	114	114	124
北京印刷学院	572	118	124	113
河北医科大学	572	119	105	129
沈阳理工大学	572	115	132	99
中国计量大学	572	111	112	125
杭州师范大学	571	127	117	131
江苏科技大学	571	114	106	102
兰州交通大学	571	119	123	110
石家庄铁道大学	571	104	127	116
桂林电子科技大学	570	119	112	111
陕西科技大学	570	114	98	129
上海电机学院	570	116	123	76
上海政法学院	570	122	112	145
武汉工程大学	570	118	106	130
中北大学	570	107	109	121
黑龙江大学	569	107	122	120
青海大学	569	115	124	125
西安石油大学	568	112	114	123
河北大学	567	118	108	115
沈阳建筑大学	567	113	111	129
北京师范大学-香港浸会大学联合国际学院	566	120	119	137
大连民族大学	566	109	115	135
华北水利水电大学	566	121	109	107
ft东师范大学	565	114	119	114
首都体育学院	565	108	119	127
温州肯恩大学	565	110	100	128
福建师范大学	564	125	104	136
三峡大学	564	113	117	130
福建农林大学	563	109	124	112
华东交通大学	563	114	123	126
昆明理工大学	563	112	121	107
浙江海洋大学	563	110	107	128
西南科技大学	561	114	122	124
河北经贸大学	560	117	106	105
中南林业科技大学	560	109	125	131
安徽工业大学	559	116	111	127
湖南科技大学	559	105	114	119
安徽理工大学	558	119	122	110
辽宁工程技术大学	558	114	99	126
辽宁科技大学	558	119	111	92
南华大学	558	118	103	133
江西理工大学	557	113	91	130
西南石油大学	556	111	107	124
中南民族大学	555	122	100	118
湖北工业大学	554	120	120	121
石河子大学	554	116	119	119
河北科技大学	553	113	111	119
新疆大学	553	105	113	116
太原科技大学	552	102	111	113
北京农学院	551	119	101	126
河北金融学院	551	121	105	106
河北师范大学	551	109	118	130
河南工业大学	551	112	130	97
河南理工大学	551	110	117	109
东华理工大学	550	96	115	117
湖南农业大学	549	111	121	126
辽宁师范大学	549	119	104	129
曲阜师范大学	549	116	113	111
西安工程大学	549	106	111	116
西南民族大学	549	121	108	133
长江大学	548	112	123	106
哈尔滨商业大学	547	98	97	110
沈阳农业大学	547	103	108	115
华北理工大学(唐ft市)	546	107	120	117
安徽农业大学	545	116	128	91
渤海大学	544	110	121	109
河北大学(医学部校区)	543	108	98	132
四川师范大学	542	114	103	105
南昌工程学院	541	116	99	126
河北科技师范学院	539	113	102	115
东莞理工学院	538	105	104	115
北华航天工业学院	537	96	112	103
哈尔滨师范大学	537	110	108	112
河北工程大学	537	107	118	104
河北地质大学	535	109	104	119
河北农业大学(保定市)	533	108	111	124
吉林农业大学	532	116	121	106
辽宁石油化工大学	532	104	102	116
中国石油大学(北京)克拉玛依校区	526	115	101	107
东北石油大学	525
河北农业大学(黄骅市)	525
河北农业大学(秦皇岛市)	525


北大	709
清华	706

复旦	704
上交	704
中科	693
浙大	691
南京	689
人民	689

北航	685
央财	675
西交	675
同济	669
南开	668
上财	648

北理	676
北师	667
武大	667
北邮	662
天大	662
华科	659
东南	658
厦大	658
中山	658
哈工	657
政法	656
外贸	643

西南财经	655
华东师范	654
四川大学	645
山东大学	645
华南理工	651
大连理工	649
中南大学	642
南京航空	643
电子科技	654
北京交通	650
西北工业	650
中国农业	638

吉林大学	635
湖南大学	641
中国传媒	641
中南财经	636
重庆大学	641
华东理工	627
南京理工	635
东北大学	634
华北电力	645
北京科技	643
西安电子	638
中国海洋	634

北京工业	635
南京审计	635
中央民族	635
东北财经	633
首都经贸	633
上海大学	632
北京化工	631
兰州大学	631
西南交通	631
苏州大学	629
北京林业	628
华中师范	628
武汉理工	628
哈滨工程	626
天津财经	626
东华大学	624
河海大学	623
南京邮电	623

中国地质	623
中国石油	623
华东政法	622
北京工商	621
长安大学	621
大连海事	621
合肥工业	620
江南大学	620
西北大学	620
中国矿业	619
福州大学	618
西南政法	618
首都师范	617
深圳大学	615
南京财经	614
辽宁大学	613
西南大学	613
南京师范	612

陕西师范	611
江西财经	610
上海理工	608
东北师范	607
华南师范	607
西北政法	606
郑州大学	606
安徽大学	605
西北农林	605
南昌大学	604
湖南大学	603
北京信息	602
杭州电子	602
东北电力	601
河北工业	601
北京建筑	599
山西财经	599
北方工业	598
天津师范	598
云南大学	598
山东财经	597
上海海事	597
浙江工业	597
太原理工	596

浙江财经	596
南京工业	595
广西大学	594
贵州大学	594
重庆邮电	594
江苏大学	593
南京信息	591
天津理工	591
青岛大学	590
西安建筑	590
燕山大学	590
重庆工商	590
海南大学	589
天津工业	589
天津科技	588
浙江理工	588
宁波大学	587
西安邮电	587
大连交通	586
武汉科技	586
湘潭大学	586
广州大学	585
内蒙大学	585
西安理工	585

湖北大学	584
浙江师范	584
哈滨理工	583
青岛科技	583
沈阳航空	583
西安科技	583
延边大学	583
扬州大学	583
长沙理工	582
济南大学	582
青岛理工	582
山西大学	582
西安工业	582
安徽财经	580
集美大学	579
宁夏大学	579
广东工业	578
南昌航空	578
天津商业	577
重庆交通	577
成都理工	576
沈阳工业	576
重庆理工	576
长春理工	575
